Country,Year,House Price Index,Rent Index,Affordability Ratio,Mortgage Rate (%),Inflation Rate (%),GDP Growth (%),Population Growth (%),Urbanization Rate (%),Construction Index
China,2020,99.06877206636663,52.55847674936664,7.248602505989993,4.324205666313082,0.9271061562842904,4.204220933560085,0.5865109216180966,75.7317080798274,105.26101975505824
Canada,2020,112.32029320207552,86.31534352203562,9.3271706300566,3.31814801189647,6.8165835376862445,5.69957835953689,-0.1187619646112254,74.91745517677157,94.07026478534158
Germany,2015,160.93611554785136,106.70793762754266,10.803650867220934,6.066202762782357,3.823725592596096,2.012130357497597,1.794033126383713,79.49891792333295,126.15735018061628
Russia,2023,84.1572859050392,60.38402406734622,11.879671106629624,6.325593482180228,0.5321098760736624,5.614494283385912,1.236919782354251,86.03754883560066,106.37918845070872
South Korea,2023,149.74714616692836,97.60985402322105,8.567502403936658,5.263583197788206,1.530933184404979,5.046966073591428,2.051452347108312,60.87741849103678,136.06534004518102
Brazil,2020,149.62887758781395,73.79124746376463,9.522900943758852,1.826781703994712,2.549387195898967,2.3159303390026977,1.7675310769363723,69.5625750879621,120.07131011496072
Spain,2024,100.93493233367104,75.93304719539674,7.360706866719192,4.59127385765148,2.897938657203521,1.7002777290651832,1.616148283468148,61.10049608671794,90.19495554752166
Sweden,2015,111.13076991560035,92.72336483176429,9.445356068008742,2.8631200036676687,3.188069159914785,-1.0249112533044196,-0.3659772766286189,80.43353561894949,84.51506781565016
Sweden,2019,146.75498992914703,56.68747196842677,8.614733922089158,3.758838393686146,4.312955010640582,-0.6558863380410926,1.5790581073046377,85.88391232629685,87.33918400726205
France,2020,169.55232284962003,77.24411751139142,3.097538863322685,6.026909882096319,1.093363399109868,0.5545091007233189,2.3252168846778174,88.51821440812668,115.87503104986288
Spain,2021,169.6788409906012,83.17731481840107,9.008019646689243,2.361599356008149,1.74987862225636,-1.673051069868169,-0.4087272792474241,68.35771017095875,84.16083874213975
Switzerland,2017,179.24835021583752,114.89006775470068,7.859614172525037,5.710166471882106,3.8862268522682735,2.9886855040220777,-0.6880644875939419,82.65811261490424,80.21707869081878
Netherlands,2020,116.64615348713978,77.73208841264787,9.25920486020876,3.442790506351729,3.4165085470464494,-0.0996469530053802,0.3063812707026903,66.81808881789455,75.85567390147548
Australia,2023,113.66042781939204,59.409027385728194,3.570374734254909,6.449801161949726,2.595299992335699,4.478995566837079,-0.1087577083268265,80.44508166671788,130.81822879117493
Switzerland,2021,159.00304363070614,71.32753973686286,3.72827354746127,3.514900893825807,1.6279093474123063,3.5596087112196937,0.2113490428822493,89.26830602579744,121.27776618762655
Sweden,2022,90.41096493841664,100.70371719901188,8.205482253057681,2.870803332799029,1.016225898428413,-1.3147340032285555,2.129668061324414,65.75601974156228,95.86972496924166
Italy,2021,148.47311725538793,61.38318575414239,11.198344660444585,5.612686214615845,6.673699436397507,3.80575606710688,1.1469531857752644,72.54729108871857,144.61827866832107
Russia,2017,97.9683108870242,66.62803274467143,11.742555846374756,2.404884763547449,6.053503106902264,1.9382228515842783,-0.1346912395888804,86.12249703817534,105.62442040021324
India,2017,123.91349085702184,76.38611005974353,7.164118071026458,3.0068893708207103,5.359460971145632,2.021763120739833,-0.1872555669861394,86.98723719823705,100.71129770985692
Spain,2023,142.7900389490908,55.72313223642104,10.862207616960994,6.104362002659066,0.8970067390566143,0.2150211851776298,1.8217044792757149,82.44779071150975,84.76168154851018
South Korea,2019,89.14868373977549,111.42226038412662,5.3904003832983545,2.147574606414021,6.276862519148351,5.645211985838027,2.0174466604290773,84.28548224174634,122.41935845112174
Canada,2021,108.48404943774676,52.582086314817296,8.486079005819072,4.013395116144308,0.8346118831249307,0.2291717138928914,2.178930600883288,67.18685672000917,81.59158976729785
South Africa,2023,102.84547413312988,119.74337412397192,11.773138459321048,4.751628431734685,1.7970259310394434,3.4418259394503306,-0.7473055685728845,60.91957506617418,90.6146310808971
China,2018,116.23938991166332,90.64118451946304,8.690378591275774,1.565472282941668,4.812992918108619,-0.5757122650419886,2.363746111143093,64.4598818325934,103.1699298981619
Spain,2020,104.0145618778193,55.31043296760648,4.159917497195843,2.140229194788862,1.4873675078299131,-0.8893826188047189,1.243061606811251,65.45640253197435,97.65338266590904
Spain,2015,175.40510272587224,92.4322244115616,5.057785249531165,4.858503422029283,4.517833562976323,0.865301744262724,-0.6025484273012984,80.14719586778399,111.62461607230348
India,2019,142.00727559285136,87.34227643834251,11.04503324745862,5.4429860561226535,1.4858867182628828,0.4937765423643858,-0.1302880106493699,82.3183887771803,72.68259477886235
Spain,2022,88.87025337570556,58.44451097704206,7.147008912294532,2.5316685920289625,2.8677540968124906,2.027338166838855,1.4163819002027784,61.17936419523297,133.9528319127234
South Korea,2020,135.0857370609139,56.08907319379871,6.676078917636288,3.36344258506157,2.1883995944421204,3.78736090950868,0.7355650727756977,62.43138647722944,87.6146561559849
Mexico,2017,110.09635669468162,99.57204620516973,3.6061554132189455,4.410852300881366,2.748239870194219,2.967324142139817,-0.8399028816562051,86.14610418457129,147.87911753419175
USA,2024,142.3298126827558,73.16286173968544,3.572025152574213,3.054911608578311,2.613691593173856,3.836849426704513,1.231451149743246,86.6163822772898,107.77719401295596
Canada,2023,143.35297107608946,87.50422788523309,3.8126079304896745,5.67651247794619,2.585070422316283,-0.5078519168011661,-0.8572870045583263,77.72678829564725,124.2051489473826
Italy,2020,115.33522280260529,90.85592782956104,3.699611732684864,6.3719740383308325,6.910369839117418,3.585293712157961,0.8763372822044213,69.28582848858983,135.1036015765559
Australia,2020,178.23786169086063,57.842723151763664,6.580700391411675,6.347352166376845,6.125796318310872,4.536576567594239,-0.0973401053427105,65.12662762170197,123.49145759395448
Russia,2015,166.70314961224486,90.50727860006754,6.947538772706315,5.126288302075682,3.6633481192605686,4.9873859046532845,2.1524565240394047,72.65162780620366,92.14622377880411
Japan,2019,81.83906765474667,114.00091645923492,4.05975974601127,4.382582377571268,2.281358934466839,2.4334240201263477,1.2799713592315247,84.89225411121605,86.51370174084826
Mexico,2020,102.07696127887604,55.766673193108986,9.12449371867242,4.772556071405676,2.2761869254883607,5.606908498003283,-0.4712973787668492,72.97004403127806,145.4892736134079
Mexico,2022,83.11340828845114,95.61667777631196,6.316737093513851,5.821791249198185,3.575864393495121,5.745547423317774,-0.350660695039076,86.05869503866832,132.12774822333932
Netherlands,2019,160.78459419412587,103.3599594343631,10.18032283972771,3.677916574064665,5.81592240513764,-1.0383275570351325,0.9057118428629732,60.172759814943646,95.9668663920216
Australia,2021,172.93759891275857,88.97340251097509,8.144514205229099,2.8998954683014206,5.50170406574759,-0.503650011539813,0.1328773274148529,72.76309315849251,110.6088302947564
Australia,2024,139.56387406078443,83.01033319851109,6.706568227325417,3.2443413327149764,6.541939437610868,4.644955262301833,2.377594187332794,63.728916704566345,128.46939801629154
UAE,2022,175.53346865039282,105.08323703787066,5.838662061732115,4.940673530432711,3.3444203063600475,0.0373649763684094,1.9430505279907293,61.15279046886975,142.14095937083388
Germany,2023,97.32018699100152,80.36961544665812,6.586542609576361,4.579250490261082,4.628108730639685,-1.637567921823644,0.3111441511926491,78.7757974714271,110.25090068640702
UK,2019,112.53996981592678,102.25439835826168,8.846696091424931,5.74611705247089,4.774483799952232,2.546468826683773,-0.6721383126016763,71.03147409178301,91.21618941453804
South Korea,2017,157.95844735667532,74.50876814167111,3.5205840890705677,6.345513150704057,6.244608252262268,5.422018265561704,2.482177379262524,65.21685747658462,101.6993615122127
UAE,2020,160.15371118829896,117.17036510247232,7.390686395337262,2.0486809933875176,4.061736678329004,1.635018676479687,1.955249789588656,62.942477423527336,109.05929096174224
UK,2024,179.00538501042632,59.80588106655668,7.664966871273631,5.886865359639777,5.314996015402329,3.576125927962144,1.4586942939548826,70.78473453659265,93.48734754115948
Canada,2024,81.65878289278561,85.84651408094967,5.038461976781441,4.725863952047249,1.6333817885324444,3.527501904819728,0.3535737120518809,88.10189966210203,81.00167553167947
South Africa,2018,115.06269312091808,52.32421761539566,3.7072064743951865,3.48461638100798,1.3626524012798922,2.540326786092465,1.41312739198043,84.0176009732725,86.0120195395848
India,2021,159.72953657795534,60.49421991441417,5.063262557093774,5.111262841965331,5.180237487549483,3.1291810630823784,1.42881955563485,76.28173330042789,90.1439247125562
Brazil,2019,166.20426509893133,109.11845789745492,5.871904259189301,5.644577370753387,0.740549625650702,2.7701590278564243,-0.1949690694930392,63.61700657331836,76.15625613033673
Sweden,2018,121.10284698067048,108.79029120067042,11.1002081105821,3.2671068965135905,2.0396586333341333,4.244204121950895,-0.0381788755815236,84.67842955541035,103.89906029190102
USA,2020,146.2522284353982,71.81977532625876,7.680612190600297,4.233551396716399,1.7015539609159258,5.7566770221164685,1.712964881763901,88.18496824692568,141.5861880342119
South Korea,2021,148.32587636595957,55.32916016432101,10.66086222643892,3.975732635069872,3.623812752623212,2.739262277276141,1.886383380738022,70.43427623706579,124.24129220472508
Brazil,2022,159.87832357736653,119.85538773733364,6.156406339065391,5.335941444655635,3.112550938460074,1.8390049624312708,1.1962691212642955,86.21031342559016,148.72667753594362
Australia,2018,116.30822963986353,95.2142068932121,8.137004742020206,3.2804836294892312,6.912349117154368,2.846198554855097,-0.1697062289240193,63.05347417861211,82.22873113474657
South Africa,2015,106.89934044350976,105.82913704460316,5.793257630312164,3.776100745409006,0.5755335094026541,-1.420424897643529,0.3737274474233969,74.3981650415137,118.0016438495443
China,2023,81.97105377543642,57.28760073892017,10.199244768358705,2.392723310271668,4.742849701037185,-0.0945377516261878,-0.6519551253422919,67.29516572998362,127.78135454845273
Sweden,2017,84.34125328548191,94.32059629158157,11.562630079859913,4.508059100731656,5.824727586274136,5.073651706787262,-0.2017207981787363,66.3613451972468,118.87847910807936
China,2021,120.0763060875326,89.17482319157526,4.397162213376412,2.409640652476356,6.101606536587863,5.568923697069062,0.3065826069791353,68.12234019430662,121.51996345912126
Netherlands,2024,173.44360268055144,74.61358810677442,3.912787456042949,3.929358795931628,2.1690476901833016,0.2789832156953826,0.0755148772420031,84.0907769349799,113.13290213402036
China,2022,120.87341710980964,51.77704489622414,4.405373376295714,5.079861144236988,4.783005622415984,-1.783232059972132,-0.2230974332346769,66.93224389764214,123.75141948789827
Germany,2016,159.5792669436101,112.30037392722964,6.041956411663822,3.37791476319972,1.1108826089656485,2.626241127969392,-0.8742020417114027,73.96794054397381,113.41157077660613
Canada,2017,102.87981654916224,55.38859368801551,5.607763076223913,2.306106436270022,6.543034740226725,4.464963036515336,1.216913147786482,86.14381770563153,134.29376615192916
Germany,2020,149.5974206093698,78.62670610899889,4.559648880637612,2.2821852133554303,2.12657883806987,2.393813317648964,1.5010857294502182,79.80592130153194,92.39471175567544
Brazil,2024,103.360775104991,52.946523274545335,3.1608654126007245,6.438611948680157,3.2805253692831053,1.0746131772774534,1.3787654894257444,66.54761663595193,145.99689471601803
France,2017,161.44684825889357,69.729834234138,4.063483448594907,4.983685826820754,4.588128504069246,5.019776108216424,1.5727486533136004,84.10442791154546,92.56276580570452
Switzerland,2024,123.2497878330132,71.82712931596816,7.555276765562197,3.697558443164551,1.1868204477013355,3.12661051752165,-0.2438663612164013,78.58763864693489,122.01608739185228
China,2015,178.48411989623344,108.7228660512154,4.121964130829402,6.104209413086862,6.1543263534038335,2.150704457008577,1.0694640251072522,71.97008111610391,74.3809311057625
Mexico,2021,121.97273169261224,94.696816336486,6.578349581665148,2.8710760117433503,6.895854711738884,1.2746720505203442,2.1293472128769704,66.89863817673259,87.04837632200666
Italy,2016,91.8817916268072,58.22683727439734,8.842892719044572,5.230224396327117,4.2918969731315375,5.697380387796335,0.3120470283329641,68.57136258845583,139.4879302551568
South Korea,2022,136.5731963995791,68.6919789118595,10.907669877196422,5.48713010803464,4.779936925279766,4.804653832753935,2.035529703359308,81.25088930145104,136.96106626909375
Netherlands,2017,101.56751523977172,96.121982916286,6.544779650887426,4.75616488520746,1.1928546970019398,3.262762436824288,2.497948040197333,61.44636116581668,148.1739347377054
France,2016,86.93613008751655,57.05446009641987,3.163996430863948,1.972214803779642,4.93954402720632,-1.430490812318168,0.1164147060281646,85.34625932908364,71.86175485886606
Brazil,2023,156.82734138645182,79.24367475171337,6.792213020493632,5.187911507944458,2.052051447493965,-1.1162070949488427,0.2411775517427179,68.61716974962245,93.7046496364792
Brazil,2018,136.79452305526294,114.08418083116293,3.305513807272189,4.9871013362342,2.43276854792158,5.395169563012243,2.398703858078787,88.32799467340303,107.9371373325971
UK,2021,99.52429877980444,100.57164806830536,5.526951261967702,1.6215798321572692,4.695569923396591,-0.5831145647436085,2.2916050452352,88.61785731007762,143.18915121763587
Mexico,2024,128.152235151255,58.211573227367616,4.126672129822953,4.927826436144857,3.2969883168465075,-0.3958021863973062,0.720580913595029,61.92626811225402,116.5577121531519
Japan,2015,100.78862551460271,51.85725427116738,4.632918915808176,4.41520780484846,3.239259578851237,5.141373688615799,1.8610524660845436,70.25452055093628,90.7538746745034
Brazil,2016,124.60057729579556,62.959305018703375,7.877108526405223,5.864729179382041,5.259461761662148,4.452489182891598,1.305741783487511,80.76829693553557,137.93565212522554
USA,2017,123.19450186421156,70.38603981386294,8.506676052501415,2.1974693032602093,2.398940215478918,0.9308947463495336,0.5962449447596256,83.55527884179041,85.97390257266878
Australia,2022,104.24097324150802,58.03857773174425,8.495580381974694,2.943152766201279,4.27804843924698,-0.7650982778063815,0.6839903564918612,75.97768297654758,74.14588294579416
France,2021,143.18372121697993,81.39118653848239,5.638896945282581,3.14332272684958,4.87136996450075,4.01899623550144,1.77052665304047,83.68854428383662,77.29648824389523
Switzerland,2022,162.2480563634361,59.27672709192939,10.758130340453604,6.113785952566972,3.6659024723230833,2.8500235020078195,1.6768343031604842,65.24515881781238,110.2052861170754
UAE,2016,103.91801042159256,59.95745580810373,4.09246445480186,3.016375737837978,1.1567977715692035,3.5372907335530552,-0.7819787065447805,75.2826638444937,149.73574830823816
India,2020,136.98896848713164,103.37210800184836,10.890890730855745,3.210408743579537,5.838172480368083,-1.1149461043583422,1.9625830210708133,63.82465986995948,101.78298324482938
Netherlands,2016,148.32480282896458,84.8022334805899,8.560625161810925,5.844524922393591,4.208963353152393,-1.7569035224253051,2.258320434274422,80.68580253094683,124.12107086217972
Germany,2021,175.4865280663194,101.6527841687038,7.989186472602606,4.558603731171761,3.2274004057806343,-0.0181520839907403,0.2459043752794154,82.73538331393107,71.15147909038046
UAE,2015,95.2024853128648,54.29447389774677,10.02685427461596,3.7990021188466008,0.8780646707855926,5.958930537358137,-0.7977680365127168,80.85105686575659,148.69431402107307
Spain,2016,157.2318391735639,86.41144507783955,10.669633502866862,4.259534193872428,4.146096814980011,5.01322882126676,0.4121900317433895,64.02045685351922,72.30261410506712
UK,2017,168.70864242651174,104.59128821003368,8.77828481538859,1.920699824975244,1.5505866416149896,5.188433508216634,1.122501708808565,60.27591154849889,78.11772342928256
South Africa,2016,109.16625787093032,98.64873202885798,10.741101574702842,5.399254944466749,0.7575223647643214,1.8440555780626315,-0.632744375536388,67.26135047587583,148.93300746137172
Japan,2016,117.96924081672668,91.32064597603654,5.412572767405886,4.620744539245671,3.161175739243063,2.416377446815842,0.5264428519736084,68.83397278625753,145.87626455697253
Germany,2018,101.58210274968432,93.60233330733,3.768127184943912,1.7584086058430386,3.953805105192962,2.325080972880852,1.2310046552437228,81.78274001167985,148.06816635700278
Canada,2016,90.78914269933044,52.2000429980714,8.727693701374022,3.071779905381633,3.805709492570568,5.260531791408744,-0.1274771979789377,72.31148769106889,130.44409108344388
UAE,2019,81.91922768230567,68.1869246121524,9.842608408099217,2.185548528644995,3.979515854441846,-0.2783850238620999,-0.9575772887463736,67.23604372798624,148.0699003928043
Russia,2024,131.55960285792503,84.21926061798442,9.001778317914939,2.1982562737815643,0.6948283341724066,0.4634395327295273,1.4663826695782634,66.05560356368845,123.87459466599338
USA,2021,139.78999788110852,114.53119645161816,3.796432518467276,2.479914312095726,0.7939773779184974,0.6026426461061147,0.360370513913187,68.14047095321688,136.29900073215435
UK,2022,117.01587002554444,51.08196315702072,11.354867063289529,3.640920741586572,6.783256323783852,5.708959816714023,1.9855330941357603,68.83346676208757,100.80781828815402
South Korea,2015,158.6345014415552,56.258770161858166,6.758226982064356,5.895591537810823,6.640758144894167,1.7392120899989578,1.1469398622374771,65.01101838276226,149.29349009095813
